studyid,lat,lon,region,ef_mean,ef_sd,log_ef,GEnZ,prec,temp,crop_cat,phtype,measmethod,sand,clay,soc,ph,bd,cec,irr,tillage,ndose,nsplitc,appc,n,fert_cat
6,41.942874,-93.7555752,NAm,4e-04,0.0114421799985355,-7.82404601085629,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,32,4.9,8.2,1.43,253,unknown,unknown,125,1,broadcast,3,AN
6,41.942874,-93.7555752,NAm,0.00012,0.00558014212051912,-9.02801881518223,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,32,4.9,8.2,1.43,253,unknown,unknown,250,1,broadcast,3,AN
6,41.942874,-93.7555752,NAm,0.00136,0.0132810117581273,-6.60027057923418,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,32,4.9,8.2,1.43,253,unknown,unknown,125,1,broadcast,3,U
6,41.942874,-93.7555752,NAm,0.00116,0.00765254424317268,-6.75933527386386,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,32,4.9,8.2,1.43,253,unknown,unknown,250,1,broadcast,3,U
6,41.942874,-93.7555752,NAm,0.0145333333333333,0.0626508364792547,-4.23131041729526,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,29,3.8,6.9,1.43,253,unknown,unknown,75,1,incorporated,3,O
6,41.942874,-93.7555752,NAm,0.0161607142857143,0.0576860046883814,-4.12517202601736,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,29,3.8,6.9,1.43,253,unknown,unknown,112,1,incorporated,3,O
6,41.942874,-93.7555752,NAm,0.0135714285714286,0.0512779207093771,-4.29978853643691,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,29,3.8,6.9,1.43,253,unknown,unknown,112,1,incorporated,3,O
6,41.942874,-93.7555752,NAm,0.00839285714285714,0.0387752045912171,-4.78037427501318,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,29,3.8,6.9,1.43,253,unknown,unknown,112,1,incorporated,3,O
6,41.942874,-93.7555752,NAm,0.0133333333333333,0.0462334117948631,-4.31748811353631,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,29,3.8,6.9,1.43,253,unknown,unknown,150,1,incorporated,3,O
6,41.942874,-93.7555752,NAm,0.0127111111111111,0.0404712746529989,-4.36527877737266,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,29,3.8,6.9,1.43,253,unknown,unknown,225,1,incorporated,3,O
6,41.942874,-93.7555752,NAm,0.0118666666666667,0.0383279123559313,-4.43402192979226,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,29,3.8,6.9,1.43,253,unknown,unknown,225,1,incorporated,3,O
6,41.942874,-93.7555752,NAm,0.0115111111111111,0.037427064497893,-4.46444252649297,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,29,3.8,6.9,1.43,253,unknown,unknown,225,1,incorporated,3,O
6,41.942874,-93.7555752,NAm,0.00995555555555555,0.0334994978761925,-4.60962453633747,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,29,3.8,6.9,1.43,253,unknown,unknown,225,1,incorporated,3,O
6,41.942874,-93.7555752,NAm,0.0105666666666667,0.0329836774225589,-4.55005088676701,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,29,3.8,6.9,1.43,253,unknown,unknown,300,1,incorporated,3,O
6,41.942874,-93.7555752,NAm,0.00981333333333333,0.0298609931351376,-4.62401327378957,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,29,3.8,6.9,1.43,253,unknown,unknown,375,1,incorporated,3,O
6,41.942874,-93.7555752,NAm,0.0088,0.0264777528672774,-4.73300355749798,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,29,3.8,6.9,1.43,253,unknown,unknown,450,1,incorporated,3,O
7,41.942874,-93.7555752,NAm,0.0215944444444445,0.064027712791371,-3.83531919902012,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,22,2.5,7.7,1.43,253,unknown,unknown,180,1,incorporated,3,O
7,41.942874,-93.7555752,NAm,0.00920555555555556,0.0325233386930303,-4.68794811244579,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,28,2.7,6.9,1.43,253,unknown,unknown,180,1,incorporated,3,O
7,41.942874,-93.7555752,NAm,0.00781666666666667,0.0290771690213255,-4.85149707275796,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,38,4.6,7.9,1.43,253,unknown,unknown,180,1,incorporated,3,O
7,41.942874,-93.7555752,NAm,0.00192777777777778,0.0152867073359952,-6.25138734992549,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,22,2.5,7.7,1.43,253,unknown,unknown,180,1,incorporated,3,O
7,41.942874,-93.7555752,NAm,0.000594444444444444,0.0126466896614327,-7.42788329541044,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,28,2.7,6.9,1.43,253,unknown,unknown,180,1,incorporated,3,O
7,41.942874,-93.7555752,NAm,1e-04,0.0110532206281702,-9.21034037197618,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,38,4.6,7.9,1.43,253,unknown,unknown,180,1,incorporated,3,O
7,41.942874,-93.7555752,NAm,1e-04,0.0109693170899968,-9.21034037197618,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,38,4.6,7.9,1.43,253,unknown,unknown,180,1,broadcast,3,AN
7,41.942874,-93.7555752,NAm,0.00142777777777778,0.0142557489310427,-6.55163604497713,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,22,2.5,7.7,1.43,253,unknown,unknown,180,1,broadcast,3,U
7,41.942874,-93.7555752,NAm,0.000705555555555556,0.0128518731779186,-7.25652504341376,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,28,2.7,6.9,1.43,253,unknown,unknown,180,1,broadcast,3,U
7,41.942874,-93.7555752,NAm,0.000316666666666666,0.0121484854235375,-8.0576608620378,J,905.66897992019,10.0281611046829,fallow,water,unknown,32,38,4.6,7.9,1.43,253,unknown,unknown,180,1,broadcast,3,U
8,55.8833333333333,-3.43333333333333,EU,0.0110277777777778,0.000956721672183029,-4.50733793675106,G,887.934496616495,8.21523000856583,grass,water,unknown,34,22,2.75,5.5,0.95,297,unknown,unknown,360,4,broadcast,3,AN
8,55.8833333333333,-3.43333333333333,EU,0.00405,0.000497183424929564,-5.50903839786369,G,887.934496616495,8.21523000856583,grass,water,unknown,34,22,2.75,5.5,0.95,297,unknown,unknown,360,4,broadcast,3,AN
8,55.8833333333333,-3.43333333333333,EU,0.00283333333333333,0.000443792925240846,-5.86630140415398,G,887.934496616495,8.21523000856583,grass,water,unknown,34,22,2.75,5.5,0.95,297,unknown,unknown,360,4,broadcast,3,AS
8,55.8833333333333,-3.43333333333333,EU,0.0018,0.000388094426590511,-6.31996861408002,G,887.934496616495,8.21523000856583,grass,water,unknown,34,22,2.75,5.5,0.95,297,unknown,unknown,360,4,broadcast,3,AS
8,55.8833333333333,-3.43333333333333,EU,0.0104166666666667,0.00136965853634139,-4.56434819146784,G,887.934496616495,8.21523000856583,grass,water,unknown,34,22,2.75,5.5,0.95,297,unknown,unknown,360,4,broadcast,3,AN
8,55.8833333333333,-3.43333333333333,EU,0.00441111111111111,0.000765961833816932,-5.42362866862521,G,887.934496616495,8.21523000856583,grass,water,unknown,34,22,2.75,5.5,0.95,297,unknown,unknown,360,4,broadcast,3,AN
8,55.8833333333333,-3.43333333333333,EU,0.01375,0.00153539766433791,-4.28671645486956,G,887.934496616495,8.21523000856583,grass,water,unknown,34,22,2.75,5.5,0.95,297,unknown,unknown,360,4,broadcast,3,U
8,55.8833333333333,-3.43333333333333,EU,0.00824444444444445,0.000657553452739682,-4.79821570614502,G,887.934496616495,8.21523000856583,grass,water,unknown,34,22,2.75,5.5,0.95,297,unknown,unknown,360,4,broadcast,3,U
8,55.8833333333333,-3.43333333333333,EU,0.0111666666666667,0.00143508250827454,-4.49482212881923,G,887.934496616495,8.21523000856583,grass,water,unknown,34,22,2.75,5.5,0.95,297,unknown,unknown,240,4,broadcast,3,UM
9,42.8167,-2.5,EU,0.00184444444444444,0.0508831514731468,-6.29557716095586,K,594,12,cereal,water,unknown,44,31,1.974,8.5,1.07,298,none,ploughed,180,3,broadcast,3,ASN
9,42.8167,-2.5,EU,0.00186111111111111,0.00959530715797733,-6.28658159804728,K,635,11.8,cereal,water,unknown,44,31,1.974,8.5,1.07,298,none,ploughed,180,3,broadcast,3,ASN
9,42.8167,-2.5,EU,0.000455555555555555,0.048464227510269,-7.6939928826081,K,594,12,cereal,water,unknown,44,31,1.974,8.5,1.07,298,none,ploughed,180,2,broadcast,3,ASNC
9,42.8167,-2.5,EU,2.77777777777772e-05,0.0490391550053492,-10.4912742174383,K,635,11.8,cereal,water,unknown,44,31,1.974,8.5,1.07,298,none,ploughed,180,1,broadcast,3,ASNC
9,42.8167,-2.5,EU,0.00136111111111111,0.00846775881715933,-6.59945391932762,K,594,12,cereal,water,unknown,44,31,1.974,8.5,1.07,298,none,ploughed,180,2,broadcast,3,ASNC
9,42.8167,-2.5,EU,0.00075,0.00716780874538216,-7.19543735143392,K,635,11.8,cereal,water,unknown,44,31,1.974,8.5,1.07,298,none,ploughed,180,1,broadcast,3,ASNC
9,42.8167,-2.5,EU,0.00251111111111111,0.0520928381765168,-5.98702995004012,K,594,12,cereal,water,unknown,44,31,1.974,8.5,1.07,298,none,ploughed,180,2,broadcast,3,ASN
9,42.8167,-2.5,EU,0.00225,0.0104993421738417,-6.09682506276581,K,635,11.8,cereal,water,unknown,44,31,1.974,8.5,1.07,298,none,ploughed,180,2,broadcast,3,ASN
10,51.7752777777778,7.16277777777778,EU,0.00120833333333333,0.0145867511273159,-6.71851327934361,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,21.2,7.5,1.82,5.3,1.11,279,none,unknown,120,1,incorporated,3,AS
10,51.7752777777778,7.16277777777778,EU,0.000708333333333334,0.0136332854585389,-7.25259576527387,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,21.2,7.5,1.82,5.3,1.11,279,none,unknown,120,1,broadcast,3,AS
10,51.7752777777778,7.16277777777778,EU,0.000125,0.0125986535015673,-8.98719682066197,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,21.2,7.5,1.82,5.3,1.11,279,none,unknown,120,1,broadcast,3,AS
10,51.8402777777778,7.2725,EU,2.27272727272727e-05,0.00679572831791377,-10.6919449129004,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,80,5,1.19,5.5,1.03,305,none,unknown,220,1,broadcast,3,AS
10,51.8402777777778,7.2725,EU,1e-04,0.006574314829573,-9.21034037197618,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,80,5,1.19,5.5,1.03,305,none,unknown,220,1,broadcast,3,AN
10,51.7752777777778,7.16277777777778,EU,0.00220833333333333,0.0166336118772752,-6.11551719577796,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,21.2,7.5,1.82,5.3,1.11,279,none,unknown,120,1,incorporated,3,AN
10,51.7752777777778,7.16277777777778,EU,1e-04,0.0114261969200681,-9.21034037197618,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,21.2,7.5,1.82,5.3,1.11,279,none,unknown,120,1,broadcast,3,AN
10,51.7752777777778,7.16277777777778,EU,1e-04,0.0113090813245274,-9.21034037197618,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,21.2,7.5,1.82,5.3,1.11,279,none,unknown,120,1,broadcast,3,AN
10,51.7752777777778,7.16277777777778,EU,0.0122916666666667,0.040899830773498,-4.39883375299026,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,21.2,7.5,1.82,5.3,1.11,279,none,unknown,120,1,incorporated,3,U
10,51.7752777777778,7.16277777777778,EU,0.00529166666666667,0.0236305881709423,-5.24162202287149,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,21.2,7.5,1.82,5.3,1.11,279,none,unknown,120,1,broadcast,3,U
10,51.7752777777778,7.16277777777778,EU,0.000458333333333333,0.013178555015859,-7.68791383653171,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,21.2,7.5,1.82,5.3,1.11,279,none,unknown,120,1,broadcast,3,U
10,51.8402777777778,7.2725,EU,0.000886363636363637,0.00841070570974075,-7.02838326677075,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,80,5,1.19,5.5,1.03,305,none,unknown,220,1,broadcast,3,U
10,51.9513888888889,7.28277777777778,EU,0.00940909090909091,0.0395563790230162,-4.66607893907508,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,35.5,33,1.48,6.5,1.06,305,none,unknown,220,1,broadcast,3,AS
10,51.7752777777778,7.16277777777778,EU,0.00318181818181818,0.029464082804284,-5.75030249029109,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,21.2,7.5,1.82,5.3,1.11,279,none,unknown,220,1,broadcast,3,AS
10,52.0130555555556,7.59916666666667,EU,0.00670454545454546,0.0223089986037262,-5.00496955656058,J,737.74484075349,10.1204024977425,cereal,cacl2,unknown,17.9,56,1.9,7.4,0.97090243902439,290,none,unknown,220,1,broadcast,3,AS
10,52.0130555555556,7.59916666666667,EU,0.00661363636363636,0.0220798090169559,-5.01862164572891,J,737.74484075349,10.1204024977425,cereal,cacl2,unknown,17.9,56,1.9,7.4,0.97090243902439,290,none,unknown,220,1,broadcast,3,AN
10,51.7752777777778,7.16277777777778,EU,0.00231818181818182,0.0277327927149067,-6.06697209961613,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,21.2,7.5,1.82,5.3,1.11,279,none,unknown,220,1,broadcast,3,AN
10,51.9513888888889,7.28277777777778,EU,5e-04,0.0201063777824917,-7.60090245954208,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,35.5,33,1.48,6.5,1.06,305,none,unknown,220,1,broadcast,3,AN
10,51.7752777777778,7.16277777777778,EU,0.00513636363636364,0.0336049473072178,-5.27140991362811,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,21.2,7.5,1.82,5.3,1.11,279,none,unknown,220,1,broadcast,3,U
10,52.0130555555556,7.59916666666667,EU,0.00638636363636364,0.0215074584878111,-5.05359024356665,J,737.74484075349,10.1204024977425,cereal,cacl2,unknown,17.9,56,1.9,7.4,0.97090243902439,290,none,unknown,220,1,broadcast,3,U
10,51.9513888888889,7.28277777777778,EU,0.00318181818181818,0.0253227948435146,-5.75030249029109,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,35.5,33,1.48,6.5,1.06,305,none,unknown,220,1,broadcast,3,U
10,54.3144444444445,9.98444444444444,EU,0.00986,0.0494666890281168,-4.61926911036759,G,831.24484396803,9.4936783222974,cereal,cacl2,unknown,65,10,0.94,5.8,0.96,287,none,unknown,100,1,broadcast,3,AN
10,52.0130555555556,7.59916666666667,EU,0.00756,0.0442324424963083,-4.8848840887907,J,737.74484075349,10.1204024977425,cereal,cacl2,unknown,60,27.5,2.05,7.1,0.97090243902439,290,none,unknown,100,1,broadcast,3,AN
10,54.3144444444445,9.98444444444444,EU,0.00647142857142857,0.0340189917845341,-5.04035839554846,G,831.24484396803,9.4936783222974,cereal,cacl2,unknown,65,10,0.94,5.8,0.96,287,none,unknown,140,1,broadcast,3,AN
10,52.0130555555556,7.59916666666667,EU,0.00397142857142857,0.028463056213083,-5.52862940734086,J,737.74484075349,10.1204024977425,cereal,cacl2,unknown,60,27.5,2.05,7.1,0.97090243902439,290,none,unknown,140,1,broadcast,3,AN
10,52.0130555555556,7.60194444444444,EU,0.00168571428571429,0.0237978294634902,-6.38556589656583,J,737.74484075349,10.1204024977425,cereal,cacl2,unknown,60,27.5,1.9,7.1,0.970634146341463,290,none,unknown,140,1,broadcast,3,AN
10,52.3108333333333,8.02027777777778,EU,0.00111428571428571,0.0227237067571115,-6.7995416943419,J,751.206908595973,9.88304614387024,cereal,cacl2,unknown,65,10,1.31,6,0.954444444444444,277,none,unknown,140,1,broadcast,3,AN
10,52.0966666666667,7.38694444444445,EU,1e-04,0.0204938148272494,-9.21034037197618,J,731.07242587106,10.0928162824919,cereal,cacl2,unknown,65,10,1.39,5.7,1.12,290,none,unknown,140,1,broadcast,3,AN
10,51.8402777777778,7.2725,EU,1e-04,0.00831283870662596,-9.21034037197618,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,80,5,1.19,5.5,1.03,305,none,unknown,160,1,broadcast,3,AN
10,54.3144444444445,9.98444444444444,EU,0.00647777777777778,0.0298164262679505,-5.03937776296191,G,831.24484396803,9.4936783222974,cereal,cacl2,unknown,65,10,0.94,5.8,0.96,287,none,unknown,180,1,broadcast,3,AN
10,52.0130555555556,7.59916666666667,EU,0.00542222222222222,0.0273531419858105,-5.21724954345926,J,737.74484075349,10.1204024977425,cereal,cacl2,unknown,60,27.5,2.05,7.1,0.97090243902439,290,none,unknown,180,1,broadcast,3,AN
10,52.0130555555556,7.60194444444444,EU,0.00153333333333333,0.0189396309362867,-6.4803112641552,J,737.74484075349,10.1204024977425,cereal,cacl2,unknown,60,27.5,1.9,7.1,0.970634146341463,290,none,unknown,180,1,broadcast,3,AN
10,52.3108333333333,8.02027777777778,EU,0.000866666666666667,0.0176739941444201,-7.05085612262281,J,751.206908595973,9.88304614387024,cereal,cacl2,unknown,65,10,1.31,6,0.954444444444444,277,none,unknown,180,1,broadcast,3,AN
10,52.0966666666667,7.38694444444445,EU,8.8888888888889e-05,0.0163053496267528,-9.32812340763257,J,731.07242587106,10.0928162824919,cereal,cacl2,unknown,65,10,1.39,5.7,1.12,290,none,unknown,180,1,broadcast,3,AN
10,54.3144444444445,9.98444444444444,EU,0.00520909090909091,0.0241812485785842,-5.25734992805981,G,831.24484396803,9.4936783222974,cereal,cacl2,unknown,65,10,0.94,5.8,0.96,287,none,unknown,220,1,broadcast,3,AN
10,52.0130555555556,7.59916666666667,EU,0.00502727272727273,0.0237544667924729,-5.29287764325222,J,737.74484075349,10.1204024977425,cereal,cacl2,unknown,60,27.5,2.05,7.1,0.97090243902439,290,none,unknown,220,1,broadcast,3,AN
10,52.0130555555556,7.60194444444444,EU,0.00170909090909091,0.0164023199093718,-6.3717936819446,J,737.74484075349,10.1204024977425,cereal,cacl2,unknown,60,27.5,1.9,7.1,0.970634146341463,290,none,unknown,220,1,broadcast,3,AN
10,52.3108333333333,8.02027777777778,EU,0.00161818181818182,0.0162182642002636,-6.42645209448247,J,751.206908595973,9.88304614387024,cereal,cacl2,unknown,65,10,1.31,6,0.954444444444444,277,none,unknown,220,1,broadcast,3,AN
10,52.0966666666667,7.38694444444445,EU,0.000481818181818182,0.0140486046220875,-7.63794373122243,J,731.07242587106,10.0928162824919,cereal,cacl2,unknown,65,10,1.39,5.7,1.12,290,none,unknown,220,1,broadcast,3,AN
10,51.8402777777778,7.2725,EU,1e-04,0.006574314829573,-9.21034037197618,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,80,5,1.19,5.5,1.03,305,none,unknown,220,1,broadcast,3,AN
10,54.3144444444445,9.98444444444444,EU,0.00594615384615385,0.0241380040966442,-5.1250106808503,G,831.24484396803,9.4936783222974,cereal,cacl2,unknown,65,10,0.94,5.8,0.96,287,none,unknown,260,1,broadcast,3,AN
10,52.0130555555556,7.59916666666667,EU,0.00483076923076923,0.0214610660259819,-5.33274956296952,J,737.74484075349,10.1204024977425,cereal,cacl2,unknown,60,27.5,2.05,7.1,0.97090243902439,290,none,unknown,260,1,broadcast,3,AN
10,52.0130555555556,7.60194444444444,EU,0.00194615384615385,0.0149166212642101,-6.2419002407102,J,737.74484075349,10.1204024977425,cereal,cacl2,unknown,60,27.5,1.9,7.1,0.970634146341463,290,none,unknown,260,1,broadcast,3,AN
10,52.3108333333333,8.02027777777778,EU,0.00148461538461539,0.0139571735550322,-6.51259954053283,J,751.206908595973,9.88304614387024,cereal,cacl2,unknown,65,10,1.31,6,0.954444444444444,277,none,unknown,260,1,broadcast,3,AN
10,52.0966666666667,7.38694444444445,EU,0.00102307692307692,0.0130370861088189,-6.88494060121597,J,731.07242587106,10.0928162824919,cereal,cacl2,unknown,65,10,1.39,5.7,1.12,290,none,unknown,260,1,broadcast,3,AN
10,51.8402777777778,7.2725,EU,0.000326923076923077,0.00629228559624873,-8.02578565350735,J,793.486219829526,10.4666668701403,cereal,cacl2,unknown,80,5,1.19,5.5,1.03,305,none,unknown,260,1,broadcast,3,AN
10,52.0130555555556,7.60194444444444,EU,0.00228666666666667,0.0142258348128277,-6.08066012591245,J,737.74484075349,10.1204024977425,cereal,cacl2,unknown,60,27.5,1.9,7.1,0.970634146341463,290,none,unknown,300,1,broadcast,3,AN
10,52.3108333333333,8.02027777777778,EU,0.00145333333333333,0.0124389249510932,-6.5338955102893,J,751.206908595973,9.88304614387024,cereal,cacl2,unknown,65,10,1.31,6,0.954444444444444,277,none,unknown,300,1,broadcast,3,AN
10,52.0966666666667,7.38694444444445,EU,0.00108666666666667,0.0116928053154333,-6.82464037227163,J,731.07242587106,10.0928162824919,cereal,cacl2,unknown,65,10,1.39,5.7,1.12,290,none,unknown,300,1,broadcast,3,AN
