studyid,lat,lon,region,ph,phtype,soc,clay,cec,sand,bd,temp,prec,GEnZ,GEnS,appc,fert_cat,crop_cat,measmethod,exptype,ndose,nsplitc,log_ef,ef_mean,ef_sd,n
Black_1985_Effects,-43.645,172.466,AU,6.1,water,4.1,13.75,287,61,0.98,11.8704025265814,628.824148013674,K,K1,unknown,AN,leguminose,D,field,30,1,-6.21460809842219,0.002,0.001,4
Black_1985_Effects,-43.645,172.466,AU,6.1,water,4.1,13.75,287,61,0.98,11.8704025265814,628.824148013674,K,K1,unknown,AN,leguminose,D,field,30,1,-4.60517018598809,0.01,0.001,4
Black_1985_Effects,-43.645,172.466,AU,6.1,water,4.1,13.75,287,61,0.98,11.8704025265814,628.824148013674,K,K1,unknown,AN,leguminose,D,field,30,1,-4.50986000618377,0.011,0.003,4
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,AS,cereal,D,field,200,1,-1.96754244918243,0.1398,0.0231592217245353,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,AS,cereal,D,field,200,1,-1.84642687057036,0.1578,0.026141095766321,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,AS,cereal,D,field,200,1,-1.79275996956164,0.1665,0.0275823348865174,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,ASC,cereal,D,field,200,1,-1.6332184410995,0.1953,0.0323533333533744,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,ASC,cereal,D,field,200,1,-1.99289694027965,0.1363,0.022579412883077,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,AS,cereal,D,field,200,1,-1.65078087596848,0.1919,0.0317900904788149,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,AS,cereal,D,field,200,1,-1.86110954736285,0.1555,0.0257600785276484,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,AN,cereal,D,field,200,1,-3.12356564506388,0.044,0.00728902543547606,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,AN,cereal,D,field,200,1,-2.75357071640402,0.0637,0.0105525209145415,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,AN,cereal,D,field,200,1,-2.90772139623128,0.0546,0.00904501792674984,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,ANC,cereal,D,field,200,1,-2.77419000360676,0.0624,0.010337163344857,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,ANC,cereal,D,field,200,1,-2.76939383134326,0.0627,0.0103868612455534,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,AN,cereal,D,field,200,1,-3.11451580954396,0.0444,0.0073552893030713,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,AN,cereal,D,field,200,1,-2.91507437053654,0.0542,0.0089787540591546,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,U,cereal,D,field,200,1,-2.24431618487007,0.106,0.0175599249127378,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,U,cereal,D,field,200,1,-2.3859667019331,0.092,0.0152406895469045,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,U,cereal,D,field,200,1,-2.12026353620009,0.12,0.0198791602785711,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,UC,cereal,D,field,200,1,-2.99573227355399,0.05,0.00828298344940461,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,UC,cereal,D,field,200,1,-3.24419363285249,0.039,0.0064607270905356,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,U,cereal,D,field,200,1,-2.45340798272863,0.086,0.0142467315329759,3
Gezgin_1995_Ammonia,37.87273,32.4915,EU,8.44,water,1.25,35,235,34.7,1.29,10.9284484855103,464.334490291518,I,I5,broadcast,U,cereal,D,field,200,1,-2.50103603171788,0.082,0.0135840928570236,3
Sommer_1994_Ammonia,56.489,9.684,EU,6.1,water,1.2,10,181,66.5,0.88,8.28534495220359,715.382769798411,G,G13,broadcast,U,grassland,D,field,90,1,-1.72597172869005,0.178,0.02,3
Sommer_1994_Ammonia,56.489,9.684,EU,6.1,water,1.2,10,181,66.5,0.88,8.28534495220359,715.382769798411,G,G13,broadcast,U,cereal,D,field,90,1,-1.21066179247673,0.298,0.01,2
Sommer_1994_Ammonia,56.489,9.684,EU,6.1,water,1.2,10,181,66.5,0.88,8.28534495220359,715.382769798411,G,G13,broadcast,U,cereal,D,field,90,1,-1.25878104082093,0.284,0.02,2
Sommer_1994_Ammonia,56.489,9.684,EU,6.1,water,1.2,10,181,66.5,0.88,8.28534495220359,715.382769798411,G,G13,broadcast,U,cereal,D,field,90,1,-1.42295834549148,0.241,0.05,2
Sommer_1994_Ammonia,56.489,9.684,EU,6.1,water,1.2,10,181,66.5,0.88,8.28534495220359,715.382769798411,G,G13,broadcast,DAP-MAP,grassland,D,field,90,1,-2.31263542884755,0.099,0.05,3
Sommer_1994_Ammonia,56.489,9.684,EU,6.1,water,1.2,10,181,66.5,0.88,8.28534495220359,715.382769798411,G,G13,broadcast,DAP-MAP,cereal,D,field,90,1,-1.63989711991881,0.194,0.03,2
Sommer_1994_Ammonia,56.489,9.684,EU,6.1,water,1.2,10,181,66.5,0.88,8.28534495220359,715.382769798411,G,G13,broadcast,DAP-MAP,cereal,D,field,90,1,-2.36446049671213,0.094,0.05,2
Sommer_1994_Ammonia,56.489,9.684,EU,6.1,water,1.2,10,181,66.5,0.88,8.28534495220359,715.382769798411,G,G13,broadcast,DAP-MAP,cereal,D,field,90,1,-1.78379129957888,0.168,0.04,2
Sommer_1994_Ammonia,56.489,9.684,EU,6.1,water,1.2,10,181,66.5,0.88,8.28534495220359,715.382769798411,G,G13,broadcast,DAP-MAP,grassland,D,field,90,1,-1.79576749062559,0.166,0.03,2
Sommer_1994_Ammonia,56.489,9.684,EU,6.1,water,1.2,10,181,66.5,0.88,8.28534495220359,715.382769798411,G,G13,broadcast,AS,cereal,D,field,90,1,-2.99573227355399,0.05,0.00828298344940461,8
Sommer_1994_Ammonia,56.489,9.684,EU,6.1,water,1.2,10,181,66.5,0.88,8.28534495220359,715.382769798411,G,G13,broadcast,AN,cereal,D,field,90,1,-3.91202300542815,0.02,0.00331319337976185,8
Whitehead_1990_Ammonia,51.1,-0.8,EU,3.7,cacl2,5.66,31,194,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,DAP-MAP,fallow,D,lab,100,1,-6.90775527898214,0.001,0.000165659668988092,2
Whitehead_1990_Ammonia,51.1,-0.8,EU,3.7,cacl2,5.66,31,194,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,DAP-MAP,fallow,D,lab,100,1,-4.26869794936688,0.014,0.00231923536583329,2
Whitehead_1990_Ammonia,51.1,-0.8,EU,3.7,cacl2,5.66,31,194,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,AS,fallow,D,lab,100,1,-6.90775527898214,0.001,0.000165659668988092,2
Whitehead_1990_Ammonia,51.1,-0.8,EU,3.7,cacl2,5.66,31,194,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,AN,fallow,D,lab,100,1,-6.90775527898214,0.001,0.000165659668988092,2
Whitehead_1990_Ammonia,51.1,-0.8,EU,3.7,cacl2,5.66,31,194,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,U,fallow,D,lab,100,1,-5.11599580975408,0.006,0.000993958013928554,2
Whitehead_1990_Ammonia,51.1,-0.8,EU,5.5,cacl2,2.39,22.7,128,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,DAP-MAP,fallow,D,lab,100,1,-5.29831736654804,0.005,0.000828298344940461,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,5.5,cacl2,2.39,22.7,128,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,DAP-MAP,fallow,D,lab,100,1,-3.10109278921182,0.045,0.00745468510446415,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,5.5,cacl2,2.39,22.7,128,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,AS,fallow,D,lab,100,1,-4.8283137373023,0.008,0.00132527735190474,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,5.5,cacl2,2.39,22.7,128,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,U,fallow,D,lab,100,1,-1.48280526150073,0.227,0.0376047448602969,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,6.1,cacl2,1.29,10.3,74,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,DAP-MAP,fallow,D,lab,100,1,-5.29831736654804,0.005,0.000828298344940461,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,6.1,cacl2,1.29,10.3,74,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,DAP-MAP,fallow,D,lab,100,1,-2.40794560865187,0.09,0.0149093702089283,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,6.1,cacl2,1.29,10.3,74,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,AS,fallow,D,lab,100,1,-3.24419363285249,0.039,0.0064607270905356,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,6.1,cacl2,1.29,10.3,74,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,AN,fallow,D,lab,100,1,-4.8283137373023,0.008,0.00132527735190474,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,6.1,cacl2,1.29,10.3,74,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,U,fallow,D,lab,100,1,-0.967584026261706,0.38,0.0629506742154751,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,7.1,cacl2,1.47,21.7,156,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,DAP-MAP,fallow,D,lab,100,1,-5.29831736654804,0.005,0.000828298344940461,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,7.1,cacl2,1.47,21.7,156,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,DAP-MAP,fallow,D,lab,100,1,-2.37515578582888,0.093,0.0154063492158926,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,7.1,cacl2,1.47,21.7,156,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,AS,fallow,D,lab,100,1,-1.16155208844198,0.313,0.0518514763932729,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,7.1,cacl2,1.47,21.7,156,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,AN,fallow,D,lab,100,1,-2.50103603171788,0.082,0.0135840928570236,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,7.1,cacl2,1.47,21.7,156,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,U,fallow,D,lab,100,1,-1.31676829847128,0.268,0.0443967912888087,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,7.4,cacl2,2.76,37.4,116,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,DAP-MAP,fallow,D,lab,100,1,-1.06131650392441,0.346,0.0573182454698799,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,7.4,cacl2,2.76,37.4,116,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,AS,fallow,D,lab,100,1,-0.711311151187617,0.491,0.0813388974731533,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,7.4,cacl2,2.76,37.4,116,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,AN,fallow,D,lab,100,1,-2.46510402249182,0.085,0.0140810718639878,4
Whitehead_1990_Ammonia,51.1,-0.8,EU,7.4,cacl2,2.76,37.4,116,29.6,0.731766169154229,10.3477013281108,789.993116896728,J,J3,broadcast,U,fallow,D,lab,100,1,-0.858021823750179,0.424,0.0702396996509511,4
Turner_2012_Ammonia,-35.117,141.983,AU,7.3,water,0.8,9.1,65,75.3,1.14,16.4508623665777,305.237937389777,L,L1,broadcast,U,cereal,B,field,46,1,-2.91877123241786,0.054,0.0108695652173913,2
Turner_2012_Ammonia,-35.117,141.983,AU,7.3,water,0.8,9.1,65,75.3,1.14,16.4508623665777,305.237937389777,L,L1,solution,UM,cereal,B,field,46,1,-4.01738352108597,0.018,0.00217391304347826,2
Turner_2012_Ammonia,-35.117,141.983,AU,7.8,water,1.5,52,297,75.3,1.14,16.4508623665777,305.237937389777,L,L1,broadcast,U,cereal,B,field,92,1,-1.66073120682165,0.19,0.0358695652173913,2
Turner_2012_Ammonia,-35.117,141.983,AU,7.8,water,1.5,52,297,75.3,1.14,16.4508623665777,305.237937389777,L,L1,broadcast,U,cereal,B,field,46,1,-1.46967597005894,0.23,0.0326086956521739,2
Turner_2012_Ammonia,-35.117,141.983,AU,7.8,water,1.5,52,297,75.3,1.14,16.4508623665777,305.237937389777,L,L1,solution,UM,cereal,B,field,46,1,-2.12026353620009,0.12,0.0130434782608696,2
Turner_2012_Ammonia,-35.117,141.983,AU,7.8,water,1.5,52,297,75.3,1.14,16.4508623665777,305.237937389777,L,L1,broadcast,AS,cereal,B,field,46,1,-2.12026353620009,0.12,0.0152173913043478,2
Turner_2012_Ammonia,-35.117,141.983,AU,7.5,water,2,51,242,75.3,1.14,16.4508623665777,305.237937389777,L,L1,broadcast,U,cereal,B,field,92,1,-1.83258146374831,0.16,0.0184782608695652,2
Turner_2012_Ammonia,-35.117,141.983,AU,7.5,water,2,51,242,75.3,1.14,16.4508623665777,305.237937389777,L,L1,broadcast,U,cereal,B,field,46,1,-2.04022082852655,0.13,0.0108695652173913,2
Turner_2012_Ammonia,-35.117,141.983,AU,7.5,water,2,51,242,75.3,1.14,16.4508623665777,305.237937389777,L,L1,broadcast,AS,cereal,B,field,46,1,-3.57555076880693,0.028,0.00543478260869565,2
Yang_2024_Environmental,31.495,120.022,AS,5.7,water,1.19,31,196,17,1.22,16.5060347489927,1261.29312447844,K,K11,broadcast,AS,other,D,field,382.5,4,-1.21066179247673,0.298,0.0389,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.4,water,0.9,29,270,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,cereal,S,field,60,1,-2.93746336543002,0.053,0.00877996245636889,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.4,water,0.9,29,270,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,cereal,S,field,60,1,-2.70306265959117,0.067,0.0110991978222022,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.4,water,0.9,29,270,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,UM,cereal,S,field,60,1,-2.95651156040071,0.052,0.0086143027873808,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.4,water,0.9,29,270,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,AN,cereal,S,field,60,1,-3.61191841297781,0.027,0.00447281106267849,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,6.8,water,1,21,190,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,cereal,S,field,60,1,-2.95651156040071,0.052,0.0086143027873808,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,6.8,water,1,21,190,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,cereal,S,field,60,1,-2.67364877438488,0.069,0.0114305171601784,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,6.8,water,1,21,190,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,UM,cereal,S,field,60,1,-3.01593498087151,0.049,0.00811732378041652,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,6.8,water,1,21,190,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,AN,cereal,S,field,60,1,-3.27016911925575,0.038,0.00629506742154751,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.2,water,1,37,370,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,cereal,S,field,80,1,-2.57702193869581,0.076,0.012590134843095,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.2,water,1,37,370,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,cereal,S,field,80,1,-2.37515578582888,0.093,0.0154063492158926,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.2,water,1,37,370,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,UM,cereal,S,field,80,1,-3.01593498087151,0.049,0.00811732378041652,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.2,water,1,37,370,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,UC,cereal,S,field,80,1,-3.35240721749272,0.035,0.00579808841458323,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.7,water,1.4,47,550,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,cereal,S,field,80,1,-3.35240721749272,0.035,0.00579808841458323,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.7,water,1.4,47,550,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,cereal,S,field,80,1,-3.12356564506388,0.044,0.00728902543547606,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.7,water,1.4,47,550,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,UM,cereal,S,field,80,1,-3.07911388249304,0.046,0.00762034477345224,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.7,water,1.4,47,550,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,UC,cereal,S,field,80,1,-3.77226106305299,0.023,0.00381017238672612,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.3,water,0.7,50,450,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,cereal,S,field,60,1,-3.03655426807425,0.048,0.00795166411142843,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.3,water,0.7,50,450,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,UM,cereal,S,field,60,1,-2.86470401114759,0.057,0.00944260113232126,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.3,water,0.7,50,450,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,AN,cereal,S,field,60,1,-2.81341071676004,0.06,0.00993958013928553,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.8,water,0.7,51,390,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,cereal,S,field,60,1,-3.2188758248682,0.04,0.00662638675952369,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.8,water,0.7,51,390,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,cereal,S,field,60,1,-3.17008566069877,0.042,0.00695770609749988,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.8,water,0.7,51,390,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,AN,cereal,S,field,60,1,-2.7333680090865,0.065,0.010767878484226,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.3,water,1,68,610,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,grassland,S,field,80,1,-3.47376807449699,0.031,0.00513544973863086,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.3,water,1,68,610,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,grassland,S,field,80,1,-3.38139475436598,0.034,0.00563242874559514,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.3,water,1,68,610,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,UM,grassland,S,field,80,1,-3.2188758248682,0.04,0.00662638675952369,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.3,water,1,68,610,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,UC,grassland,S,field,80,1,-3.50655789731998,0.03,0.00496979006964277,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7,water,2.6,27,160,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,fallow,S,field,100,1,-1.17765549600856,0.308,0.0510231780483324,1
Schwenke_2014_Ammonia,-30.1,150.4,AU,7,water,2.6,27,160,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,AS,fallow,S,field,100,1,-3.24419363285249,0.039,0.0064607270905356,1
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.2,water,2.3,27,510,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,fallow,S,field,100,1,-1.50058350752202,0.223,0.0369421061843446,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.2,water,2.3,27,510,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,AS,fallow,S,field,100,1,-2.43041846450393,0.088,0.0145780508709521,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.9,water,1.5,50,510,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,fallow,S,field,100,1,-2.13707065451647,0.118,0.0195478409405949,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.9,water,1.5,50,510,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,AS,fallow,S,field,100,1,-1.08470938349912,0.338,0.0559929681179752,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.3,water,1.1,59,630,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,fallow,S,field,100,1,-2.67364877438488,0.069,0.0114305171601784,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,8.3,water,1.1,59,630,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,AS,fallow,S,field,100,1,-2.70306265959117,0.067,0.0110991978222022,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.6,water,0.7,59,420,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,fallow,S,field,80,1,-1.98050159382493,0.138,0.0228610343203567,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.6,water,0.7,59,420,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,UM,fallow,S,field,80,1,-1.90380897303668,0.149,0.0246832906792257,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.6,water,0.7,59,420,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,UC,fallow,S,field,80,1,-2.0874737133771,0.124,0.0205417989545234,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.6,water,0.7,59,420,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,AS,fallow,S,field,80,1,-3.47376807449699,0.031,0.00513544973863086,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.9,water,0.8,56,400,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,U,fallow,S,field,80,1,-1.65548185093551,0.191,0.0316409967767256,3
Schwenke_2014_Ammonia,-30.1,150.4,AU,7.9,water,0.8,56,400,45,1.24,16.6827589821541,699.982769079763,L,L3,broadcast,UM,fallow,S,field,80,1,-2.07147337203066,0.126,0.0208731182924996,3
